Freq,InputRe,InputIm,OutputRe,OutputIm,Mag,Phase,SmoothMag,SmoothPhase
0,2154028,0,2150158,0,54.89621,0
5.425347,2897041,0,2908678,-65908.13,32.76404,-101.3113
10.85069,4071739,0,4158296,-156499.2,27.33511,-121.1016
16.27604,2598983,0,2729834,-138959.2,23.11915,-136.1929
21.70139,1826670,0,1936637,-187133.6,19.05003,-125.9595
27.12674,1419820,0,1460115,-180772.5,18.00056,-109.6239
32.55208,1510765,0,1563912,-257719.2,15.5968,-111.0099
37.97743,1345770,0,1472647,-271262.8,13.97987,-125.5036
43.40278,1028196,0,1106904,-222379.1,13.5996,-120.8502
48.82813,750441.7,0,836307.3,-187060.4,12.38931,-127.2644
54.25347,720378.8,0,798546.3,-197863.3,11.74762,-125.4733
59.67882,564500.5,0,657973.9,-224065.5,9.136389,-131.4501
65.10416,469156.9,0,563293.6,-196976.1,8.734053,-134.8176
70.52951,415112.1,0,513358.8,-188919.1,8.19493,-137.6804
75.95486,351692.5,0,442108.4,-206309.4,6.712811,-138.6817
81.38021,352039,0,429683.7,-243688.1,5.717498,-137.2321
86.80556,308579,0,359157.6,-232443.5,5.097827,-135.1865
92.2309,266258.1,0,314866.5,-226436.7,4.478304,-137.8375
97.65625,275361.4,0,323721.6,-252519.9,4.065252,-138.7976
103.0816,320491.4,0,368753.3,-330530.4,3.419878,-140.1786
108.5069,248803,0,269335.4,-279019.7,2.836141,-140.2204
113.9323,186750.2,0,196280,-228358.8,2.394897,-141.7098
119.3576,162520.4,0,173651.3,-216688.7,2.142868,-144.2324
124.783,153914.5,0,156789.9,-223502,1.737326,-145.6869
130.2083,205238.7,0,184957.1,-331398.5,1.161407,-147.3315
135.6337,191189.2,0,181675.4,-369408.1,0.9378766,-152.3367
141.059,202082.3,0,162582.7,-407725.4,0.6002871,-152.7267
146.4844,125307.3,0,48278.43,-265952.4,-0.2090371,-153.5583
151.9097,110439.3,0,12586.26,-252772.9,-0.5956978,-155.9871
157.3351,142694.1,0,566.4624,-347208.6,-0.672788,-157.6451
162.7604,89684.48,0,-38854.93,-224995.9,-1.099056,-160.0587
168.1858,88879.43,0,-67465.67,-231996.2,-1.273549,-162.2382
173.6111,82530.59,0,-100475.5,-196532.5,-1.703227,-164.1191
179.0365,81681.15,0,-131884.4,-185704.4,-1.886161,-166.3901
184.4618,75915.48,0,-129749.9,-125061.8,-2.51413,-167.3571
189.8871,85483.23,0,-161824.7,-118396.5,-2.718166,-169.3919
195.3125,73260.5,0,-128442.8,-76399.17,-3.186754,-170.0005
200.7378,70892.38,0,-73278.05,-55949.78,-4.492578,-163.8476
206.1632,65437.19,0,-69243.6,-76016.48,-3.545086,-161.7717
211.5885,49709.14,0,-102258.9,-50491.89,-2.948267,-172.1007
217.0139,58105.94,0,-125154.7,-27042.95,-3.207819,-176.2015
222.4392,46468.38,0,-88553.46,-6715.775,-3.649794,-178.5105
227.8646,68343.21,0,-111223.8,7408.06,-4.148738,178.5518
233.2899,51142.16,0,-80296.87,15245.9,-4.184747,175.8656
238.7153,58668.21,0,-76515.91,28016.35,-4.579733,171.5983
244.1406,59258.21,0,-70058.02,36598.92,-4.610562,168.2195
249.566,59787.13,0,-62301.64,29373.78,-5.216167,168.2851
254.9913,59891.38,0,-58782.67,37475.27,-5.03375,165.0068
260.4167,30277.44,0,-29934.53,17323.35,-5.161092,165.9925
265.842,25382.3,0,-16389.62,17497.95,-5.524658,155.8552
271.2674,34750.25,0,-23479.75,17389.05,-6.360985,160.1035
276.6927,35195.4,0,-25012.72,8340.849,-7.254525,169.4455
282.118,32798.15,0,-16806.33,9948.154,-8.267653,160.7177
287.5434,36111.19,0,-22221.92,14035.71,-7.169112,161.2518
292.9688,34366.32,0,-17830.25,13961.4,-7.553134,156.9132
298.3941,39259.82,0,-17218.33,19627.6,-7.19677,150.4225
303.8194,29001.76,0,-9202.267,17518.33,-6.542855,142.3463
309.2448,30227.75,0,-11479.66,16818.77,-6.881772,146.2776
314.6701,36375.13,0,-11734.74,17835.04,-7.616254,143.6838
320.0955,33713.45,0,-9520.535,14423.17,-8.422901,141.8773
325.5208,26141.58,0,-11248.7,14445.11,-6.806363,149.0318
330.9462,21139.15,0,-6323.462,8684.46,-8.566481,143.6081
336.3715,19697.36,0,-4730.954,6259.063,-10.14118,141.4553
341.7969,16559.14,0,-5018.046,3744.593,-10.8756,153.1141
347.2222,18250.25,0,-3988.976,5694.097,-10.37557,139.3744
352.6476,19739.96,0,-3480.036,6547.132,-10.24778,133.7386
358.0729,21020.74,0,-1752.42,4833.298,-13.11856,121.9117
363.4983,24393.72,0,-3407.968,6928.432,-11.38937,130.1853
368.9236,23131.81,0,-3190.453,7463.943,-10.55418,128.9754
374.3489,15106,0,-1135.586,4641.063,-10.96858,119.6965
379.7743,15736.91,0,-1034.37,4145.475,-12.13508,117.8942
385.1996,21761.85,0,-4539.744,7253.106,-10.07185,137.4597
390.625,18079.02,0,-5700.398,2219.447,-11.8306,164.0588
396.0504,21929.74,0,-6041.481,2566.168,-12.6274,162.2281
401.4757,21088.57,0,-3228.502,2632.277,-15.37529,146.9869
406.901,12204.97,0,-1609.963,-602.2377,-18.11013,-161.9868
412.3264,10849.45,0,-1007.03,1451.61,-16.6004,131.7304
417.7517,15635.85,0,-1765.49,2405.086,-15.39925,134.1502
423.1771,18023.44,0,127.2247,4222.003,-12.77614,101.5483
428.6024,22639.67,0,349.9249,5638.59,-12.19139,100.645
434.0278,23039.85,0,45.01805,5616.931,-12.49404,103.2676
439.4531,20164.78,0,22.55493,3163.548,-16.18427,98.51749
444.8785,14727.6,0,-283.8202,614.2953,-26.92788,117.1415
450.3038,17884.77,0,138.6878,2877.448,-15.90453,96.45068
455.7292,15874.97,0,-93.95013,3701.256,-12.92299,104.5036
461.1545,13426.32,0,1732.666,2653.638,-11.55805,69.64345
466.5799,14893.49,0,2012.288,3824.823,-9.85265,78.78833
472.0052,13937.5,0,-612.0383,4634.841,-10.28097,115.1921
477.4305,20238.42,0,744.1487,2048.144,-19.08011,76.03019
482.8559,18260.35,0,3404.778,1778.251,-11.81028,34.40318
488.2813,10552.41,0,-338.2834,3380.706,-10.51723,112.9596
493.7066,13155.5,0,1058.104,4077.327,-9.630563,94.07809
499.1319,10275.61,0,2261.315,2788.126,-7.471901,70.13862
504.5573,7567.391,0,2914.91,1155.016,-3.687562,35.55794
509.9826,7346.787,0,2822.201,1542.689,-3.442014,47.48934
515.408,5653.36,0,1032.916,246.5975,-12.78399,16.48244
520.8333,7242.562,0,1561.87,1814.519,-7.926951,66.9938
526.2587,10680.4,0,1406.071,2557.638,-10.36032,76.61763
531.684,9571.707,0,967.1553,1371.737,-14.30561,63.87179
537.1094,8640.663,0,2036.312,-305.8407,-10.13214,-11.19302
542.5347,10955.5,0,1590.641,303.3588,-15.24798,12.65284
547.9601,10143.24,0,1169.939,810.8601,-16.02743,39.88844
553.3854,11787.79,0,1772.123,1827.465,-12.04005,56.22129
558.8107,10067.44,0,-1395.72,673.2458,-17.39659,157.6102
564.2361,8019.081,0,-1015.186,1477.639,-14.16203,133.7794
569.6614,7017.613,0,-122.5473,661.0305,-20.56004,105.7921
575.0868,6213.538,0,-19.08751,611.577,-20.20178,97.39185
580.5121,7567.154,0,-313.8148,1691.636,-13.41413,112.6241
585.9375,6410.464,0,596.9509,32.41653,-19.75735,3.427791
591.3629,7040.122,0,912.7798,-331.6487,-16.0123,-23.06624
596.7882,9319.744,0,262.3119,440.3371,-24.95568,62.00076
602.2136,7769.85,0,-923.2752,934.9182,-16.46177,140.7794
607.6389,9449.371,0,495.1381,1196.639,-16.87184,75.13338
613.0642,9709.162,0,1049.833,2383.134,-10.75352,81.61269
